actual,nn_predicted,naive_predicted
1469.0,2114.6206,2137.0
1498.0,2120.5994,2350.0
1462.0,2082.0938,2570.0
1397.0,2073.5315,2757.0
1272.0,1979.9576,2672.0
1211.0,1950.1058,2863.0
1071.0,1852.0062,2673.0
911.0,1738.8036,2485.0
870.0,1715.953,2328.0
814.0,1708.1523,2080.0
830.0,1721.6428,1873.0
906.0,1772.6813,1799.0
824.0,1718.7896,1505.0
829.0,1699.2994,1657.0
809.0,1653.2726,1600.0
807.0,1633.1201,1684.0
899.0,1690.5377,1844.0
1049.0,1752.0646,1828.0
1380.0,2040.0109,1932.0
1643.0,2240.875,1782.0
1874.0,2424.024,1684.0
2432.0,2896.8994,1653.0
3194.0,3564.264,1557.0
3860.0,4077.9163,1423.0
5023.0,5123.205,1469.0
5719.0,5774.3945,1498.0
6492.0,6481.401,1462.0
6969.0,6879.6523,1397.0
7213.0,7016.819,1272.0
6918.0,6760.304,1211.0
6237.0,6173.5576,1071.0
8161.0,7877.8354,911.0
8595.0,8244.676,870.0
8787.0,8474.702,814.0
8941.0,8632.938,830.0
9146.0,8825.365,906.0
9296.0,8953.893,824.0
9130.0,8785.333,829.0
9127.0,8791.648,809.0
9619.0,9202.77,807.0
9350.0,8980.862,899.0
9335.0,8985.41,1049.0
9483.0,9084.227,1380.0
9500.0,9104.27,1643.0
9135.0,8799.659,1874.0
8903.0,8592.794,2432.0
9849.0,9379.448,3194.0
9715.0,9229.024,3860.0
9854.0,9352.966,5023.0
9572.0,9131.272,5719.0
9614.0,9185.284,6492.0
9712.0,9267.17,6969.0
9322.0,8963.244,7213.0
9063.0,8765.549,6918.0
9309.0,8991.364,6237.0
9293.0,8977.417,8161.0
9751.0,9371.672,8595.0
10058.0,9591.368,8787.0
10200.0,9729.692,8941.0
10039.0,9599.769,9146.0
6314.0,6402.9194,9296.0
9408.0,9110.904,9130.0
8759.0,8577.844,9127.0
8429.0,8321.8955,9619.0
8093.0,8024.4043,9350.0
8125.0,8068.39,9335.0
8152.0,8094.7524,9483.0
8664.0,8539.361,9500.0
9436.0,9186.591,9135.0
9397.0,9154.835,8903.0
9256.0,9041.291,9849.0
