actual,nn_predicted,naive_predicted
1289.0,1744.9266,1517.0
1243.0,1708.6605,1457.0
1189.0,1663.4347,1324.0
1115.0,1634.6625,1278.0
1084.0,1634.5602,1174.0
1086.0,1667.2775,1194.0
1091.0,1650.8702,1207.0
1139.0,1703.5264,1264.0
1120.0,1713.2936,1363.0
1098.0,1693.4219,1534.0
1056.0,1653.2189,1730.0
1001.0,1606.2719,1854.0
918.0,1559.0255,1742.0
765.0,1436.4716,1656.0
695.0,1351.6908,1694.0
437.0,1164.0482,1662.0
633.0,1310.5146,1658.0
555.0,1240.0074,1563.0
543.0,1213.0724,1589.0
510.0,1186.1136,1508.0
480.0,1160.5808,1478.0
470.0,1160.1913,1423.0
489.0,1130.2954,1413.0
503.0,1141.0947,1340.0
575.0,1208.6233,1289.0
663.0,1294.403,1243.0
741.0,1358.842,1189.0
787.0,1387.5256,1115.0
883.0,1459.231,1084.0
888.0,1478.9132,1086.0
975.0,1564.6064,1091.0
1085.0,1661.9243,1139.0
1173.0,1728.4845,1120.0
1305.0,1829.0729,1098.0
1409.0,1910.3539,1056.0
1524.0,1968.0829,1001.0
1669.0,2086.0361,918.0
1729.0,2134.735,765.0
1799.0,2192.3303,695.0
1758.0,2128.3372,437.0
1721.0,2042.4735,633.0
1665.0,2011.7543,555.0
1679.0,2060.1147,543.0
1370.0,1798.2167,510.0
1225.0,1684.9319,480.0
1382.0,1819.7429,470.0
1392.0,1819.6268,489.0
1378.0,1812.2382,503.0
1401.0,1832.1183,575.0
1436.0,1864.1141,663.0
1439.0,1868.2144,741.0
1434.0,1865.1158,787.0
1416.0,1875.2844,883.0
1381.0,1838.4835,888.0
1403.0,1872.0782,975.0
1400.0,1881.9891,1085.0
1406.0,1862.9147,1173.0
1350.0,1806.1049,1305.0
1394.0,1831.7306,1409.0
1349.0,1776.0581,1524.0
1303.0,1721.4147,1669.0
1293.0,1765.8085,1729.0
1276.0,1728.9536,1799.0
1360.0,1792.1425,1758.0
1394.0,1834.8467,1721.0
1369.0,1817.4728,1665.0
