utc_timestamp,predicted_energy_generation,Battery_Level,Battery_Action,Smoothed_Battery_Level
2015-01-11 02:00:00+00:00,6313.0034,15000.0,Store,14895.855323315496
2015-01-11 03:00:00+00:00,6314.0483,15000.0,Store,14899.743953638505
2015-01-11 04:00:00+00:00,6241.969,15000.0,Store,14924.465917294847
2015-01-11 05:00:00+00:00,6241.2554,15000.0,Store,14963.8963478187
2015-01-11 06:00:00+00:00,6241.2554,15000.0,Store,14989.108101776974
2015-01-11 07:00:00+00:00,6312.7495,15000.0,Store,15000.0
2015-01-11 08:00:00+00:00,6230.8696,15000.0,Store,15000.0
2015-01-11 09:00:00+00:00,6476.8286,15000.0,Store,15000.0
2015-01-11 10:00:00+00:00,6813.6714,15000.0,Store,15000.0
2015-01-11 11:00:00+00:00,7229.67,15000.0,Store,15000.0
2015-01-11 12:00:00+00:00,7669.3193,15000.0,Store,15000.0
2015-01-11 13:00:00+00:00,7550.356,15000.0,Store,15000.0
2015-01-11 14:00:00+00:00,7240.3047,15000.0,Store,15000.0
2015-01-11 15:00:00+00:00,7006.7646,15000.0,Store,15000.0
2015-01-11 16:00:00+00:00,7098.087,15000.0,Store,15000.0
2015-01-11 17:00:00+00:00,7117.683,15000.0,Store,15000.0
2015-01-11 18:00:00+00:00,7154.105,15000.0,Store,15000.0
2015-01-11 19:00:00+00:00,7157.7256,15000.0,Store,15000.0
2015-01-11 20:00:00+00:00,7115.836,15000.0,Store,15000.0
2015-01-11 21:00:00+00:00,6756.6694,15000.0,Store,15000.0
2015-01-11 22:00:00+00:00,6499.408,15000.0,Store,15000.0
2015-01-11 23:00:00+00:00,6314.0483,15000.0,Store,15000.0
2015-01-12 00:00:00+00:00,6157.5806,15000.0,Store,15000.0
2015-01-12 01:00:00+00:00,6153.1064,15000.0,Store,15000.0
2015-01-12 02:00:00+00:00,6105.638,15000.0,Store,15000.0
2015-01-12 03:00:00+00:00,6076.329,15000.0,Store,15000.0
2015-01-12 04:00:00+00:00,5751.704,15000.0,Store,15000.0
2015-01-12 05:00:00+00:00,5709.591,15000.0,Store,15000.0
2015-01-12 06:00:00+00:00,5709.034,15000.0,Store,15000.0
2015-01-12 07:00:00+00:00,5859.7163,15000.0,Store,15000.0
2015-01-12 08:00:00+00:00,6246.388,15000.0,Store,15000.0
2015-01-12 09:00:00+00:00,6069.2056,15000.0,Store,15000.0
2015-01-12 10:00:00+00:00,5944.787,15000.0,Store,15000.0
2015-01-12 11:00:00+00:00,6252.6265,15000.0,Store,15000.0
2015-01-12 12:00:00+00:00,6372.46,15000.0,Store,15000.0
2015-01-12 13:00:00+00:00,6678.7676,15000.0,Store,15000.0
2015-01-12 14:00:00+00:00,6312.378,15000.0,Store,15000.0
2015-01-12 15:00:00+00:00,6107.285,15000.0,Store,15000.0
2015-01-12 16:00:00+00:00,5596.304,15000.0,Store,15000.0
2015-01-12 17:00:00+00:00,5214.2915,14693.437795882974,Discharge,14987.226574828457
2015-01-12 18:00:00+00:00,5344.3794,14531.180808993335,Discharge,14967.692441869847
2015-01-12 19:00:00+00:00,5537.6934,14573.543388149228,Store,14949.923416376065
2015-01-12 20:00:00+00:00,5753.245,14809.710568523418,Store,14941.99469006454
