actual,xgboost_predicted,naive_predicted
2766.0,2796.3662,1439.0
2006.0,2256.5632,1434.0
1841.0,2133.3792,1416.0
1911.0,2184.9553,1381.0
2349.0,2478.717,1403.0
2367.0,2516.932,1400.0
2364.0,2516.932,1406.0
2184.0,2358.821,1350.0
2132.0,2346.1274,1394.0
1865.0,2142.3782,1349.0
1790.0,2097.3064,1303.0
1842.0,2133.3792,1293.0
1780.0,2097.3064,1276.0
1592.0,1957.392,1360.0
1442.0,1862.6156,1394.0
3158.0,3112.4143,1369.0
1231.0,1718.0201,1434.0
1018.0,1574.675,1638.0
1265.0,1741.4126,2915.0
1706.0,2026.8408,2207.0
1714.0,2026.8408,2284.0
1288.0,1744.6743,2916.0
1603.0,1965.1895,2993.0
1557.0,1927.6055,2986.0
1524.0,1895.0432,2766.0
1681.0,2020.7157,2006.0
2076.0,2310.7668,1841.0
2803.0,2860.1465,1911.0
3610.0,3400.9888,2349.0
4921.0,4390.3374,2367.0
5567.0,4825.955,2364.0
4734.0,4236.107,2184.0
5648.0,4855.8965,2132.0
5208.0,4575.1753,1865.0
4914.0,4390.3374,1790.0
4588.0,4130.328,1842.0
2957.0,2942.2546,1780.0
4754.0,4249.461,1592.0
5060.0,4454.4395,1442.0
2403.0,2559.9182,3158.0
4634.0,4162.494,1231.0
3101.0,3076.18,1018.0
4300.0,3928.1724,1265.0
4479.0,4050.9414,1706.0
4779.0,4295.6743,1714.0
4976.0,4437.7065,1288.0
5209.0,4575.1753,1603.0
5189.0,4575.1753,1557.0
5032.0,4438.786,1524.0
4878.0,4349.8843,1681.0
4904.0,4390.3374,2076.0
5265.0,4616.4536,2803.0
5194.0,4575.1753,3610.0
5047.0,4454.4395,4921.0
4799.0,4295.6743,5567.0
4746.0,4249.461,4734.0
4455.0,4026.1694,5648.0
4194.0,3824.7507,5208.0
4122.0,3805.0977,4914.0
3447.0,3290.8552,4588.0
2718.0,2797.3289,2957.0
2369.0,2516.932,4754.0
2549.0,2654.2124,5060.0
3063.0,3030.0583,2403.0
3479.0,3343.5095,4634.0
2893.0,2927.6494,3101.0
1005.0,1568.9723,4300.0
937.0,1518.5651,4479.0
847.0,1478.3834,4779.0
714.0,1381.609,4976.0
747.0,1396.553,5209.0
809.0,1444.0286,5189.0
904.0,1489.6244,5032.0
929.0,1494.6617,4878.0
2378.0,2537.6829,4904.0
2832.0,2877.1208,5265.0
3777.0,3552.8132,5194.0
3674.0,3471.856,5047.0
4121.0,3805.0977,4799.0
4163.0,3820.187,4746.0
4452.0,4026.1694,4455.0
3534.0,3374.0874,4194.0
4814.0,4299.9697,4122.0
5444.0,4724.72,3447.0
5455.0,4775.237,2718.0
5765.0,4956.6562,2369.0
5541.0,4825.955,2549.0
4915.0,4390.3374,3063.0
4374.0,3960.8088,3479.0
2808.0,2860.1465,2893.0
3078.0,3035.9255,1005.0
4351.0,3947.4875,937.0
4135.0,3805.0977,847.0
3982.0,3713.311,714.0
2723.0,2797.3289,747.0
2681.0,2765.6777,809.0
1672.0,2017.2502,904.0
3271.0,3199.487,929.0
2274.0,2445.541,2378.0
1611.0,1976.8713,2832.0
1722.0,2038.7957,3777.0
2093.0,2310.7668,3674.0
1687.0,2020.7157,4121.0
1556.0,1927.6055,4163.0
1579.0,1957.392,4452.0
1573.0,1946.4017,3534.0
4531.0,4070.0544,4814.0
2906.0,2927.6494,5444.0
2766.0,2796.3662,5455.0
3790.0,3553.845,5765.0
3405.0,3291.71,5541.0
3058.0,3030.0583,4915.0
3050.0,3030.0583,4374.0
1274.0,1746.3431,2808.0
2945.0,2942.2546,3078.0
4131.0,3805.0977,4351.0
4038.0,3757.994,4135.0
3959.0,3698.4077,3982.0
3570.0,3399.4768,2723.0
1911.0,2184.9553,2681.0
3720.0,3531.5347,1672.0
2138.0,2346.1274,3271.0
2487.0,2617.9836,2274.0
2684.0,2765.6777,1611.0
5954.0,5124.753,1722.0
3446.0,3290.8552,2093.0
3984.0,3713.311,1687.0
5176.0,4571.8213,1556.0
3922.0,3662.0442,1579.0
4858.0,4321.398,1573.0
3226.0,3159.7124,4531.0
2975.0,2967.4382,2906.0
3823.0,3586.0916,2766.0
