actual,nn_predicted,naive_predicted
2733.0,2731.819,4579.0
2494.0,2516.1924,4796.0
2633.0,2667.368,4948.0
2735.0,2744.2847,5024.0
2532.0,2575.75,4953.0
2605.0,2672.9631,4696.0
2691.0,2757.8174,5015.0
2637.0,2718.6277,4981.0
2121.0,2249.404,4929.0
1935.0,2121.5115,4867.0
2050.0,2224.6267,4731.0
1705.0,1904.702,3037.0
2328.0,2482.3328,4700.0
2465.0,2587.4412,2440.0
2478.0,2590.3806,2289.0
2391.0,2528.99,4155.0
2291.0,2433.344,3958.0
2414.0,2543.3928,3532.0
2457.0,2580.3503,3436.0
2337.0,2448.426,3468.0
2435.0,2524.8147,3558.0
2508.0,2584.4941,3413.0
2807.0,2855.8025,3322.0
2516.0,2570.545,3096.0
2350.0,2420.5408,2733.0
2922.0,2953.6968,2494.0
2895.0,2940.5325,2633.0
3208.0,3264.2688,2735.0
3451.0,3436.401,2532.0
3312.0,3331.9236,2605.0
3117.0,3170.959,2691.0
2893.0,2985.2927,2637.0
2562.0,2679.5317,2121.0
1860.0,2038.5463,1935.0
1762.0,1951.4103,2050.0
1567.0,1783.4493,1705.0
2106.0,2275.6462,2328.0
2534.0,2686.1433,2465.0
2391.0,2558.2585,2478.0
1993.0,2183.251,2391.0
1755.0,1943.1388,2291.0
1804.0,1919.9308,2414.0
1612.0,1707.1259,2457.0
1451.0,1544.0592,2337.0
1152.0,1274.3041,2435.0
1009.0,1153.415,2508.0
1023.0,1156.2175,2807.0
995.0,1127.1716,2516.0
867.0,1025.074,2350.0
849.0,1039.4298,2922.0
899.0,1106.5858,2895.0
903.0,1133.3824,3208.0
871.0,1144.4642,3451.0
795.0,1093.5662,3312.0
793.0,1094.4186,3117.0
856.0,1162.8022,2893.0
853.0,1172.6945,2562.0
858.0,1172.1229,1860.0
739.0,1065.3971,1762.0
652.0,991.9334,1567.0
624.0,958.9392,2106.0
598.0,904.7302,2534.0
669.0,959.97626,2391.0
711.0,1014.11285,1993.0
843.0,1132.3986,1755.0
928.0,1204.9714,1804.0
1024.0,1284.3562,1612.0
1024.0,1251.4486,1451.0
1010.0,1252.1523,1152.0
1108.0,1377.7863,1009.0
1434.0,1670.1359,1023.0
1733.0,1937.407,995.0
1954.0,2146.1619,867.0
1166.0,1429.7678,849.0
2928.0,3019.8416,899.0
3183.0,3230.013,903.0
3418.0,3417.8806,871.0
3645.0,3629.4016,795.0
3912.0,3848.9119,793.0
4020.0,3905.6396,856.0
4111.0,3979.0383,853.0
3717.0,3694.0193,858.0
2738.0,2864.3662,739.0
2626.0,2759.7756,652.0
2644.0,2787.9055,624.0
2467.0,2617.5662,598.0
2431.0,2592.3484,669.0
2417.0,2583.719,711.0
2463.0,2644.8289,843.0
2393.0,2587.2307,928.0
2320.0,2530.5933,1024.0
2245.0,2447.0188,1024.0
2049.0,2257.4014,1010.0
1838.0,2076.8276,1108.0
1623.0,1891.3512,1434.0
1556.0,1811.4579,1733.0
1300.0,1587.2092,1954.0
1209.0,1518.7693,1166.0
1205.0,1533.2545,2928.0
1027.0,1376.3746,3183.0
1142.0,1483.3087,3418.0
1101.0,1462.0006,3645.0
1155.0,1488.4028,3912.0
1105.0,1451.7634,4020.0
1150.0,1495.8407,4111.0
1140.0,1500.6693,3717.0
1887.0,2173.5208,2738.0
2493.0,2718.4949,2626.0
1720.0,2019.9817,2644.0
1789.0,2081.739,2467.0
3379.0,3482.2737,2431.0
3434.0,3520.8232,2417.0
3657.0,3692.1204,2463.0
3854.0,3832.6008,2393.0
1866.0,2114.9646,2320.0
1462.0,1735.3667,2245.0
1956.0,2179.4023,2049.0
3791.0,3780.602,1838.0
3532.0,3569.4617,1623.0
3551.0,3555.2046,1556.0
2243.0,2408.2234,1300.0
2374.0,2526.2004,1209.0
2399.0,2547.089,1205.0
2136.0,2306.0403,1027.0
2707.0,2823.5261,1142.0
2869.0,2963.063,1101.0
2751.0,2864.8713,1155.0
2701.0,2811.3582,1105.0
2856.0,2937.5684,1150.0
2458.0,2618.1877,1140.0
1286.0,1566.5533,1887.0
1017.0,1326.6007,2493.0
2016.0,2218.4524,1720.0
2204.0,2333.5698,1789.0
1153.0,1376.1871,3379.0
2431.0,2533.4578,3434.0
2542.0,2621.7659,3657.0
2217.0,2355.7495,3854.0
1995.0,2096.1487,1866.0
1969.0,2046.6135,1462.0
1763.0,1856.2472,1956.0
1533.0,1650.5989,3791.0
2518.0,2548.473,3532.0
2831.0,2824.5725,3551.0
1951.0,2023.0145,2243.0
3562.0,3467.2273,2374.0
4112.0,3965.1125,2399.0
4639.0,4366.157,2136.0
4868.0,4558.084,2707.0
2447.0,2566.282,2869.0
4710.0,4429.2085,2751.0
4925.0,4597.3867,2701.0
462.0,756.2593,2856.0
4946.0,4590.6904,2458.0
2490.0,2610.072,1286.0
4686.0,4392.795,1017.0
4790.0,4490.3906,2016.0
4912.0,4589.903,2204.0
4928.0,4573.479,1153.0
4948.0,4616.772,2431.0
4895.0,4575.1475,2542.0
4723.0,4445.707,2217.0
4619.0,4367.3477,1995.0
4706.0,4454.5654,1969.0
4756.0,4484.706,1763.0
4824.0,4517.6475,1533.0
4893.0,4561.0347,2518.0
4778.0,4432.9756,2831.0
4885.0,4513.316,1951.0
4844.0,4500.331,3562.0
4842.0,4522.8955,4112.0
4859.0,4543.0303,4639.0
4625.0,4353.2466,4868.0
4287.0,4071.1443,2447.0
4609.0,4345.2407,4710.0
4632.0,4366.3164,4925.0
4586.0,4294.5283,462.0
4248.0,4071.4749,4946.0
3450.0,3420.7874,2490.0
1871.0,2054.065,4686.0
1489.0,1686.6096,4790.0
1146.0,1348.0762,4912.0
973.0,1179.7834,4928.0
940.0,1138.9479,4948.0
734.0,973.5343,4895.0
712.0,972.6757,4723.0
820.0,1087.6705,4619.0
1368.0,1643.0336,4706.0
1508.0,1763.1989,4756.0
1589.0,1809.6552,4824.0
1856.0,2044.0339,4893.0
2019.0,2195.5261,4778.0
2437.0,2534.1829,4885.0
2813.0,2877.9885,4844.0
3043.0,3088.6067,4842.0
2480.0,2568.8687,4859.0
4241.0,4017.9495,4625.0
4585.0,4288.798,4287.0
4741.0,4397.698,4609.0
4592.0,4280.4604,4632.0
4706.0,4393.4214,4586.0
4608.0,4290.4443,4248.0
3317.0,3268.0054,3450.0
2110.0,2169.0667,1871.0
4090.0,3857.4333,1489.0
3969.0,3741.0593,1146.0
3839.0,3676.1448,973.0
2255.0,2328.3523,940.0
2134.0,2213.9607,734.0
791.0,991.2037,712.0
3003.0,3006.1477,820.0
1395.0,1561.0814,1368.0
654.0,889.76,1508.0
566.0,816.89233,1589.0
424.0,701.71686,1856.0
351.0,643.0941,2019.0
692.0,926.05365,2437.0
331.0,645.08966,2813.0
300.0,638.08704,3043.0
1653.0,1803.0677,2480.0
1060.0,1260.904,4241.0
1740.0,1886.7726,4585.0
1921.0,2052.352,4741.0
2303.0,2404.4512,4592.0
2401.0,2502.6392,4706.0
2912.0,2989.764,4608.0
306.0,637.79346,3317.0
3430.0,3412.109,2110.0
4341.0,4152.0107,4090.0
4203.0,4047.1619,3969.0
4266.0,4086.9048,3839.0
3244.0,3245.988,2255.0
3881.0,3756.1462,2134.0
4590.0,4296.7617,791.0
3965.0,3813.1338,3003.0
4731.0,4391.746,1395.0
4873.0,4493.25,654.0
5219.0,4772.128,566.0
4950.0,4557.1943,424.0
4930.0,4540.1904,351.0
5167.0,4734.9565,692.0
3231.0,3204.5232,331.0
5109.0,4699.964,300.0
4785.0,4463.181,1653.0
2507.0,2564.1394,1060.0
3362.0,3343.4583,1740.0
4597.0,4305.93,1921.0
4565.0,4290.4136,2303.0
4382.0,4136.6294,2401.0
4318.0,4080.4077,2912.0
3334.0,3288.9568,306.0
4365.0,4140.8877,3430.0
2785.0,2840.7678,4341.0
1263.0,1444.0802,4203.0
4966.0,4608.793,4266.0
5185.0,4797.1143,3244.0
4055.0,3923.7522,3881.0
4168.0,4010.247,4590.0
5283.0,4876.813,3965.0
3413.0,3421.7708,4731.0
3755.0,3704.9573,4873.0
3912.0,3837.1274,5219.0
4438.0,4249.336,4950.0
4294.0,4117.635,4930.0
4551.0,4306.945,5167.0
4434.0,4213.338,3231.0
4240.0,4081.4014,5109.0
3116.0,3177.7742,4785.0
2968.0,3039.3591,2507.0
1947.0,2114.5334,3362.0
4918.0,4603.6235,4597.0
5117.0,4751.4805,4565.0
3038.0,3085.7007,4382.0
851.0,1078.5626,4318.0
3003.0,3031.529,3334.0
4805.0,4468.852,4365.0
2819.0,2835.139,2785.0
1572.0,1664.7052,1263.0
